Dataset,nTrees,BaggingF1,SAF1,BaggingF1STD,SAF1STD
wine,10,0.950027446341131,0.9533453038611627,0.03028133858143586,0.03387494844975181
wine,20,0.9516959310485421,0.9599370431866668,0.03721822980469905,0.036069237010112075
wine,30,0.9614562993413426,0.9687765213020261,0.036580886757747816,0.025809799462388684
wine,40,0.9594398884997577,0.9629012302830233,0.040244944327170754,0.02559548422311385
wine,50,0.9660132158179644,0.9686360716363775,0.03838608390319645,0.02340760629570282
