Dataset,nTrees,BaggingPrecision,SAPrecision,BaggingPrecisionSTD,SAPrecisionSTD
breast_cancer,10,0.9504477456018442,0.9522417584811348,0.019420607971042742,0.01602857855647857
breast_cancer,20,0.9575528403747167,0.9571274618539668,0.01522404243726139,0.019193015022553623
breast_cancer,30,0.9564396664886047,0.9550184495047125,0.015674715035713046,0.014737424767812975
breast_cancer,40,0.9552258417167389,0.956464937289589,0.013484098361841937,0.016844155135185928
breast_cancer,50,0.9551958916565553,0.9558042490919522,0.018353740023603057,0.01370258483710505
