Iteration,Accuracy
1,0.9111111111111111
2,0.9222222222222223
3,0.9055555555555556
4,0.9222222222222223
5,0.9027777777777778
6,0.9305555555555556
7,0.9111111111111111
8,0.8777777777777778
9,0.9111111111111111
10,0.9083333333333333
11,0.8944444444444445
12,0.8972222222222223
13,0.9138888888888889
14,0.9083333333333333
15,0.9083333333333333
16,0.8944444444444445
17,0.875
18,0.9166666666666666
19,0.8888888888888888
20,0.9
21,0.9027777777777778
22,0.925
23,0.9166666666666666
24,0.8916666666666667
25,0.8944444444444445
26,0.9166666666666666
27,0.9138888888888889
28,0.9138888888888889
29,0.8888888888888888
30,0.9222222222222223
31,0.8916666666666667
32,0.9305555555555556
33,0.9333333333333333
34,0.9305555555555556
35,0.9055555555555556
36,0.9194444444444444
37,0.8833333333333333
38,0.9305555555555556
39,0.925
40,0.9333333333333333
