Iteration,Accuracy
1,0.7388888888888889
2,0.7833333333333333
3,0.7333333333333333
4,0.7694444444444445
5,0.7361111111111112
6,0.7388888888888889
7,0.775
8,0.8
9,0.7638888888888888
10,0.8
11,0.7805555555555556
12,0.6944444444444444
13,0.6805555555555556
14,0.7305555555555555
15,0.7166666666666667
16,0.6833333333333333
17,0.7583333333333333
18,0.7527777777777778
19,0.7194444444444444
20,0.7166666666666667
21,0.7277777777777777
22,0.6916666666666667
23,0.7972222222222223
24,0.7194444444444444
25,0.6888888888888889
26,0.7305555555555555
27,0.8055555555555556
28,0.7444444444444445
29,0.7944444444444444
30,0.7916666666666666
31,0.7194444444444444
32,0.7888888888888889
33,0.7888888888888889
34,0.7638888888888888
35,0.7166666666666667
36,0.7611111111111111
37,0.7861111111111111
38,0.7388888888888889
39,0.7666666666666667
40,0.775
