Iteration,Accuracy
1,0.8138888888888889
2,0.8277777777777777
3,0.8361111111111111
4,0.8333333333333334
5,0.8111111111111111
6,0.825
7,0.8111111111111111
8,0.8222222222222222
9,0.8277777777777777
10,0.8388888888888889
11,0.8194444444444444
12,0.8472222222222222
13,0.8388888888888889
14,0.8166666666666667
15,0.8416666666666667
16,0.8194444444444444
17,0.8305555555555556
18,0.8388888888888889
19,0.8416666666666667
20,0.8416666666666667
21,0.8083333333333333
22,0.8083333333333333
23,0.8333333333333334
24,0.8222222222222222
25,0.8305555555555556
26,0.8333333333333334
27,0.8166666666666667
28,0.8305555555555556
29,0.85
30,0.8277777777777777
31,0.8361111111111111
32,0.825
33,0.8444444444444444
34,0.8194444444444444
35,0.8222222222222222
36,0.8277777777777777
37,0.8333333333333334
38,0.8166666666666667
39,0.8277777777777777
40,0.8166666666666667
