Trees_n,Bagging,bagging_std,Bagging SA,bagging_sa_std,Decision Tree,dt_std
5,0.7327777777777779,0.02876039801232174,0.7577777777777778,0.013664859862498714,0.8716666666666667,0.007708020514173088
10,0.8388888888888889,0.03943074879605103,0.8477777777777777,0.011180339887498942,0.8716666666666667,0.007708020514173136
15,0.9055555555555556,0.016433554953054503,0.9005555555555554,0.017280367794439783,0.8716666666666667,0.009899183156225266
20,0.9111111111111111,0.009820927516479838,0.9083333333333334,0.008784104611578898,0.8699999999999999,0.008871510790372957
25,0.9183333333333332,0.01188291646455969,0.9327777777777777,0.015265146293371126,0.8744444444444444,0.008651339723554101
