dataset,k_cross,rep,fitness,accuracy,spearman_corr,spearman_p,theta,beta,gamma
digits,4,3,0.4303709039851418,0.947075208913649,0.18551572726944357,6.061043255025407e-17,0.25,0.75,0.5
digits,4,4,0.4465612009419267,0.9331476323119777,-0.2936476216699479,4.550497232678359e-41,0.25,0.75,0.5
digits,4,5,0.4948461349003861,0.9025069637883009,-0.24711949433783872,3.2876835576536455e-29,0.25,0.75,0.5
digits,5,1,0.4392968759315517,0.9192200557103064,-0.004470709949827638,0.8416274364466454,0.25,0.75,0.5
digits,5,2,0.43625086815145053,0.9192200557103064,0.16823424995032396,3.647125870317709e-14,0.25,0.75,0.5
digits,5,3,0.4373012676958304,0.947075208913649,-0.03213885024884987,0.15078459404595537,0.25,0.75,0.5
digits,5,4,0.43660103550198576,0.9136490250696379,0.1897411678300433,1.1481048486388956e-17,0.25,0.75,0.5
digits,5,5,0.4310055716111243,0.9498607242339833,0.5523171693146578,4.1481562051166316e-160,0.25,0.75,0.5
digits,1,1,0.45464901975353683,0.9333333333333333,-0.03875649808919045,0.0831293188454259,0.25,0.75,0.75
digits,1,2,0.4290879919018502,0.9388888888888889,-0.04006472226602197,0.07323748215497693,0.25,0.75,0.75
digits,1,3,0.43494211065331007,0.9361111111111111,0.31758297805470886,4.186150862862197e-48,0.25,0.75,0.75
digits,1,4,0.4427978519267039,0.9583333333333334,0.520450961710661,3.0009735234128745e-139,0.25,0.75,0.75
digits,1,5,0.4125129649532828,0.9416666666666667,0.18090235906771251,3.5650234123645895e-16,0.25,0.75,0.75
digits,2,1,0.407896135406449,0.9388888888888889,-0.24814935877092503,1.902657398222718e-29,0.25,0.75,0.75
digits,2,2,0.45501291707372515,0.9194444444444444,-0.19507400721816365,1.3294271056035037e-18,0.25,0.75,0.75
digits,2,3,0.4141813963148273,0.9416666666666667,0.21775473729359998,6.811285080493821e-23,0.25,0.75,0.75
digits,2,4,0.4257831869145751,0.9222222222222223,-0.2136992448303801,4.339449055135369e-22,0.25,0.75,0.75
digits,2,5,0.4318356159309097,0.95,0.1829748383130168,1.6175852518074071e-16,0.25,0.75,0.75
digits,3,1,0.4279697757161258,0.8941504178272981,0.08087914168412716,0.0002938108865332075,0.25,0.75,0.75
digits,3,2,0.4127899409259186,0.8969359331476323,-0.15532431828864904,2.8607620676907058e-12,0.25,0.75,0.75
digits,3,3,0.4222024790145132,0.9052924791086351,0.329829990374406,5.78985492434061e-52,0.25,0.75,0.75
digits,3,4,0.412305950702463,0.8885793871866295,0.11454032611428497,2.8048638288053844e-07,0.25,0.75,0.75
digits,3,5,0.41975330673022404,0.9108635097493036,-0.11672238576524596,1.6532307595244706e-07,0.25,0.75,0.75
digits,4,1,0.4225250003287829,0.9554317548746518,0.21570147787625452,1.7475369082906075e-22,0.25,0.75,0.75
digits,4,2,0.4258913731091325,0.947075208913649,0.06231275505671854,0.0053087253767901315,0.25,0.75,0.75
digits,4,3,0.43940965832873025,0.9303621169916435,0.14602615863119808,5.3231141310472995e-11,0.25,0.75,0.75
digits,4,4,0.434774798793951,0.9303621169916435,-0.0042855893534089065,0.8481037660170206,0.25,0.75,0.75
digits,4,5,0.4429774650595024,0.9415041782729805,-0.1556294044283698,2.5910917241250055e-12,0.25,0.75,0.75
digits,5,1,0.48096732508197654,0.9415041782729805,-0.13157067841602138,3.504459813562472e-09,0.25,0.75,0.75
digits,5,2,0.43720163324770345,0.9387186629526463,0.1586965791750233,9.472063480227282e-13,0.25,0.75,0.75
digits,5,3,0.4291224083773171,0.9387186629526463,0.12146897122286669,5.063980017684318e-08,0.25,0.75,0.75
digits,5,4,0.4188597205874402,0.935933147632312,-0.01978182580463853,0.37658632521186186,0.25,0.75,0.75
digits,5,5,0.4293394155124556,0.947075208913649,0.004988743970544469,0.8235624973987548,0.25,0.75,0.75
digits,1,1,0.4234437350372268,0.9388888888888889,-0.27809236687358246,7.650270970405419e-37,0.25,0.75,1.0
digits,1,2,0.43973231935180057,0.9416666666666667,-0.05289653890672807,0.017992009954304583,0.25,0.75,1.0
digits,1,3,0.414585130928268,0.9277777777777778,-0.24722686828887133,3.105821879442884e-29,0.25,0.75,1.0
digits,1,4,0.4177281702782659,0.9194444444444444,-0.03453053964512737,0.12264949055632758,0.25,0.75,1.0
digits,1,5,0.42559741273679164,0.9527777777777777,0.532300220848451,9.563168546415648e-147,0.25,0.75,1.0
digits,2,1,0.42827195856874944,0.9416666666666667,-0.0334432352685434,0.1348857055340501,0.25,0.75,1.0
digits,2,2,0.4263317876627509,0.9472222222222222,-0.14637596906396697,4.7843581697059905e-11,0.25,0.75,1.0
digits,2,3,0.4212729111361114,0.9444444444444444,0.25173806680182353,2.7735195219806906e-30,0.25,0.75,1.0
digits,2,4,0.4054036852187941,0.95,0.3718944402928397,1.2525818342426514e-66,0.25,0.75,1.0
digits,2,5,0.43703242672376486,0.9472222222222222,0.12921715576451204,6.651980519235074e-09,0.25,0.75,1.0
digits,3,1,0.41840757249299315,0.9164345403899722,-0.03822369241094001,0.08745626300623109,0.25,0.75,1.0
digits,3,2,0.4267884753347012,0.9080779944289693,0.3092005389348975,1.449187653353343e-45,0.25,0.75,1.0
digits,3,3,0.41756276467029646,0.9108635097493036,-0.20073851179162863,1.2563806612637045e-19,0.25,0.75,1.0
digits,3,4,0.4407781885007787,0.9108635097493036,-0.09618373472457624,1.6416417823189015e-05,0.25,0.75,1.0
digits,3,5,0.42094590981190694,0.8857938718662952,-0.20497486997174197,2.053795235479655e-20,0.25,0.75,1.0
digits,4,1,0.4067416391402252,0.9387186629526463,0.41975814576834963,3.429078382149013e-86,0.25,0.75,1.0
digits,4,2,0.40260807512910207,0.9415041782729805,0.42421685307376344,3.501471804613967e-88,0.25,0.75,1.0
digits,4,3,0.4217953428804603,0.9220055710306406,0.4062392906994414,2.4588240407449013e-80,0.25,0.75,1.0
digits,4,4,0.4165207277392005,0.947075208913649,0.2127577862738074,6.634380264376061e-22,0.25,0.75,1.0
digits,4,5,0.42885290339114035,0.924791086350975,0.056436891022320475,0.011590631256934514,0.25,0.75,1.0
digits,5,1,0.427048957118663,0.9331476323119777,0.24073139687561612,9.241337694839303e-28,0.25,0.75,1.0
digits,5,2,0.4093895125171332,0.9192200557103064,-0.10049632286149304,6.702425526389683e-06,0.25,0.75,1.0
digits,5,3,0.42104433437521,0.9331476323119777,0.18239417161098614,2.0203829218786787e-16,0.25,0.75,1.0
digits,5,4,0.40038416056956894,0.9387186629526463,0.15695438470247278,1.6816999498806059e-12,0.25,0.75,1.0
digits,5,5,0.42496166481817566,0.9303621169916435,-0.10364753108564148,3.4028205498691153e-06,0.25,0.75,1.0
digits,1,1,0.567560569470737,0.9472222222222222,0.3794318695835899,1.6920243676369066e-69,0.25,1.0,0.25
digits,1,2,0.5696086484382262,0.9361111111111111,0.5793963158620019,1.0715500678621591e-179,0.25,1.0,0.25
digits,1,3,0.5503095951263114,0.95,0.5144757350085976,1.4009013839372857e-135,0.25,1.0,0.25
digits,1,4,0.5410670264015596,0.95,0.7024718430202934,2.033004733149109e-297,0.25,1.0,0.25
digits,1,5,0.5436804264690509,0.9277777777777778,0.1051467995884033,2.4477316808010933e-06,0.25,1.0,0.25
digits,2,1,0.5235165336923931,0.9472222222222222,0.42902040873067926,2.32011919824408e-90,0.25,1.0,0.25
digits,2,2,0.514342252804956,0.925,-0.05337188072201627,0.016983152689930864,0.25,1.0,0.25
digits,2,3,0.5314404425031998,0.9527777777777777,0.6352540266218921,1.7720576741795623e-226,0.25,1.0,0.25
digits,2,4,0.5283650560996311,0.9527777777777777,0.1494302153153832,1.8641494823058803e-11,0.25,1.0,0.25
digits,2,5,0.547806238769785,0.9472222222222222,0.1116715777049578,5.538571050964087e-07,0.25,1.0,0.25
digits,3,1,0.5300105197675284,0.8885793871866295,-0.1852407921848662,6.744859685505134e-17,0.25,1.0,0.25
digits,3,2,0.5209897474173488,0.924791086350975,0.061655528475879545,0.005811715257023042,0.25,1.0,0.25
digits,3,3,0.5554144483344341,0.9108635097493036,0.3804358830599708,6.925113709611695e-70,0.25,1.0,0.25
digits,3,4,0.5237581582792301,0.924791086350975,0.42566380572155516,7.79241767338303e-89,0.25,1.0,0.25
digits,3,5,0.5457550720025587,0.9164345403899722,-0.18204450944582523,2.3090290174998027e-16,0.25,1.0,0.25
digits,4,1,0.5498745391330284,0.9415041782729805,0.30230531562212126,1.544751359453557e-43,0.25,1.0,0.25
digits,4,2,0.5515810021798311,0.947075208913649,0.633308315612068,1.1003085356770185e-224,0.25,1.0,0.25
digits,4,3,0.5546473150242617,0.9442896935933147,0.614196214824682,9.804131532057805e-208,0.25,1.0,0.25
digits,4,4,0.547608543259742,0.9331476323119777,0.1315095480206982,3.5637965862318614e-09,0.25,1.0,0.25
digits,4,5,0.5391844296160277,0.935933147632312,0.2838506417622237,2.242053587975352e-38,0.25,1.0,0.25
digits,5,1,0.5365150821168971,0.9387186629526463,0.4416751871220518,2.8457193338361893e-96,0.25,1.0,0.25
digits,5,2,0.5793899866678502,0.947075208913649,0.5488650571764292,9.712902834125568e-158,0.25,1.0,0.25
digits,5,3,0.5545682383223594,0.947075208913649,0.37592613842335004,3.736448254429197e-68,0.25,1.0,0.25
digits,5,4,0.5734952538259378,0.9275766016713092,-0.0013659635974536467,0.9513197180946659,0.25,1.0,0.25
digits,5,5,0.5350389374635294,0.947075208913649,0.2089726805833796,3.582849727401289e-21,0.25,1.0,0.25
digits,1,1,0.49242059762221674,0.9416666666666667,0.059452951167203665,0.007825505703272612,0.25,1.0,0.5
digits,1,2,0.5097094921146044,0.9333333333333333,-0.032961613514880146,0.140598214999772,0.25,1.0,0.5
digits,1,3,0.5128880419673407,0.9388888888888889,-0.057427612633528274,0.010206449324541084,0.25,1.0,0.5
digits,1,4,0.5255252724621049,0.9416666666666667,0.40485970965021945,9.40243618691732e-80,0.25,1.0,0.5
digits,1,5,0.505617235678005,0.95,0.33388015603960497,2.797677201162606e-53,0.25,1.0,0.5
digits,2,1,0.5408504556133868,0.9583333333333334,0.38914250491235863,2.6199389290240942e-73,0.25,1.0,0.5
digits,2,2,0.5703971575934119,0.9444444444444444,0.16162301999086268,3.559472627036029e-13,0.25,1.0,0.5
digits,2,3,0.518040138054662,0.9527777777777777,0.4514058377864806,5.434801734855659e-101,0.25,1.0,0.5
digits,2,4,0.5351210794622299,0.9555555555555556,-0.04868528931476207,0.029465482683563752,0.25,1.0,0.5
digits,2,5,0.5308455283379924,0.9611111111111111,0.3462201174281882,2.0593824810177645e-57,0.25,1.0,0.5
digits,3,1,0.5209182663358864,0.9164345403899722,-0.17705995223906898,1.5052675986522922e-15,0.25,1.0,0.5
digits,3,2,0.5464037111348079,0.9108635097493036,0.3520362289246799,1.9952309829722936e-59,0.25,1.0,0.5
digits,3,3,0.5070366886458086,0.9052924791086351,-0.16466062941937065,1.2641864208323483e-13,0.25,1.0,0.5
digits,3,4,0.5269032302836154,0.9275766016713092,0.45875742392945407,1.1664085256507652e-104,0.25,1.0,0.5
digits,3,5,0.5060986587815983,0.9025069637883009,0.2891400538331061,8.13192971583553e-40,0.25,1.0,0.5
digits,4,1,0.5285969589492535,0.9275766016713092,0.17358382001070494,5.389666621242321e-15,0.25,1.0,0.5
digits,4,2,0.5244179223893171,0.9303621169916435,0.3913246748605683,3.5012861766587787e-74,0.25,1.0,0.5
digits,4,3,0.5479294195342631,0.9387186629526463,0.35140366447277505,3.319533504041986e-59,0.25,1.0,0.5
digits,4,4,0.534541904547239,0.947075208913649,0.10023941831523163,7.077100277723096e-06,0.25,1.0,0.5
digits,4,5,0.4904305021344103,0.9387186629526463,0.6814292127663807,3.74601717349945e-273,0.25,1.0,0.5
digits,5,1,0.580237420598911,0.935933147632312,0.46223641409233346,1.9920734599647957e-106,0.25,1.0,0.5
digits,5,2,0.5054855973694439,0.9442896935933147,0.3623249169539968,4.288759782540177e-63,0.25,1.0,0.5
digits,5,3,0.5341782458551425,0.9331476323119777,0.3820993488062149,1.5653375579974418e-70,0.25,1.0,0.5
digits,5,4,0.5072323175278832,0.9303621169916435,0.3429064330453735,2.7675435408657153e-56,0.25,1.0,0.5
digits,5,5,0.52763872319749,0.9192200557103064,-0.05883071898946169,0.00849777654521484,0.25,1.0,0.5
digits,1,1,0.5173727702084201,0.9361111111111111,0.2463481589700229,4.943915458457664e-29,0.25,1.0,0.75
digits,1,2,0.5069155417091311,0.9333333333333333,0.29760573415854935,3.46521256711981e-42,0.25,1.0,0.75
digits,1,3,0.5338937831202589,0.9416666666666667,0.2004540951532377,1.4167855494608418e-19,0.25,1.0,0.75
digits,1,4,0.49982167538045363,0.9416666666666667,0.33835753137349744,9.308367013673757e-55,0.25,1.0,0.75
digits,1,5,0.5361878458329106,0.9416666666666667,0.07019077387839913,0.0016840723916884876,0.25,1.0,0.75
digits,2,1,0.5161002416677247,0.9333333333333333,-0.26573952810832874,1.1236138351935473e-33,0.25,1.0,0.75
digits,2,2,0.4997105846126701,0.9583333333333334,0.35806167812468287,1.4741787183531436e-61,0.25,1.0,0.75
digits,2,3,0.5215090229995112,0.9388888888888889,0.0944727028528205,2.3185563333710093e-05,0.25,1.0,0.75
digits,2,4,0.5068228112822797,0.9416666666666667,0.24022494384085397,1.1989506621840649e-27,0.25,1.0,0.75
digits,2,5,0.5182897151158281,0.9333333333333333,-0.08055955657745097,0.00031054254511662347,0.25,1.0,0.75
digits,3,1,0.5729489021388428,0.8997214484679665,-0.12887965354267872,7.285506555835325e-09,0.25,1.0,0.75
digits,3,2,0.46623146373024493,0.9025069637883009,-0.011681640681878958,0.6015937020197102,0.25,1.0,0.75
digits,3,3,0.5190238096062227,0.9331476323119777,0.5767022647263608,1.1519731628813903e-177,0.25,1.0,0.75
digits,3,4,0.4805276484214641,0.8997214484679665,-0.08476689478578328,0.00014743339592085245,0.25,1.0,0.75
digits,3,5,0.4848250326971625,0.9192200557103064,0.3104470311694217,6.14758617225761e-46,0.25,1.0,0.75
digits,4,1,0.5030558495118913,0.9275766016713092,0.08311859366749044,0.00019820514345525228,0.25,1.0,0.75
digits,4,2,0.4902339347885144,0.9275766016713092,0.7304551168044761,0.0,0.25,1.0,0.75
digits,4,3,0.5038207558136136,0.9387186629526463,0.4816814317591045,1.0823465171511763e-116,0.25,1.0,0.75
digits,4,4,0.4899483613288994,0.9303621169916435,0.050734678134575016,0.023270360700751013,0.25,1.0,0.75
digits,4,5,0.523618985604968,0.9387186629526463,0.04618984598981954,0.03887725588028546,0.25,1.0,0.75
digits,5,1,0.5206328764832984,0.935933147632312,0.10774591038266505,1.368100669810995e-06,0.25,1.0,0.75
digits,5,2,0.5001426720149913,0.9331476323119777,0.2775386844698461,1.0694707695365586e-36,0.25,1.0,0.75
digits,5,3,0.515338185141104,0.924791086350975,-0.07584442474795085,0.0006872002777643146,0.25,1.0,0.75
digits,5,4,0.4803385878987285,0.9192200557103064,0.162507342269587,2.6386662442311653e-13,0.25,1.0,0.75
digits,5,5,0.5313781084451681,0.9220055710306406,0.13849955506048434,4.97109728323569e-10,0.25,1.0,0.75
digits,1,1,0.4966141056620774,0.9444444444444444,0.1927596786079556,3.414729688238488e-18,0.25,1.0,1.0
digits,1,2,0.5143323798994223,0.9194444444444444,0.15846793773038834,1.0216963240971797e-12,0.25,1.0,1.0
digits,1,3,0.49172323782643146,0.95,0.4324558290688605,6.1028540729918415e-92,0.25,1.0,1.0
digits,1,4,0.5075467302470626,0.9388888888888889,0.25195449135610104,2.4669765045930416e-30,0.25,1.0,1.0
digits,1,5,0.4803610558402954,0.9666666666666667,0.35011691391912975,9.316220954816165e-59,0.25,1.0,1.0
digits,2,1,0.4733202712452439,0.9222222222222223,0.03790634519518281,0.09011857574511783,0.25,1.0,1.0
digits,2,2,0.50011891210786,0.9527777777777777,0.10761472039641629,1.4093237063064612e-06,0.25,1.0,1.0
digits,2,3,0.5188158569237139,0.95,0.004216343102019251,0.8505289638825303,0.25,1.0,1.0
digits,2,4,0.5139326566820218,0.95,-0.1941730090753168,1.9220958263008925e-18,0.25,1.0,1.0
digits,2,5,0.5145109017821974,0.9472222222222222,0.34279168799130966,3.0263696804797007e-56,0.25,1.0,1.0
digits,3,1,0.4894245967415902,0.9220055710306406,0.4635367500304327,4.299112723157725e-107,0.25,1.0,1.0
digits,3,2,0.49967340672378235,0.8913649025069638,-0.039719021372427846,0.07575288029901314,0.25,1.0,1.0
digits,3,3,0.4858953035848058,0.9164345403899722,-0.029125406160666924,0.1929199262126395,0.25,1.0,1.0
digits,3,4,0.5041350785499064,0.9025069637883009,-0.06373349706526649,0.0043531856042892,0.25,1.0,1.0
digits,3,5,0.48399391302155925,0.9136490250696379,-0.08140526656554031,0.0002680916295728636,0.25,1.0,1.0
digits,4,1,0.5002215875188624,0.958217270194986,0.001936452662401893,0.9310318055896327,0.25,1.0,1.0
digits,4,2,0.5039124918108685,0.9442896935933147,-0.15653644481063783,1.9281453165265966e-12,0.25,1.0,1.0
digits,4,3,0.4865481221864699,0.9554317548746518,0.09841834722227263,1.0367710886588227e-05,0.25,1.0,1.0
digits,4,4,0.4820262961172921,0.9331476323119777,0.050128257935565995,0.024973542254525267,0.25,1.0,1.0
digits,4,5,0.50989846307962,0.9554317548746518,0.5576002979184248,8.65688431420255e-164,0.25,1.0,1.0
digits,5,1,0.46773296211299803,0.935933147632312,0.15416062876558184,4.165902542816064e-12,0.25,1.0,1.0
digits,5,2,0.4888088195729132,0.9220055710306406,0.0633488654229707,0.004595163182020934,0.25,1.0,1.0
digits,5,3,0.4947420097090829,0.935933147632312,-0.17416398602148747,4.3641188698273355e-15,0.25,1.0,1.0
digits,5,4,0.48688972339488124,0.947075208913649,0.43516648141407577,3.356826223978827e-93,0.25,1.0,1.0
digits,5,5,0.5057770128093848,0.9192200557103064,0.025336786721697584,0.25739530731812366,0.25,1.0,1.0
digits,1,1,0.5281524474773867,0.9527777777777777,0.08798958179242948,8.141449925497063e-05,0.5,0.25,0.25
digits,1,2,0.5071936379366982,0.9388888888888889,0.04924961938630607,0.02763216059754279,0.5,0.25,0.25
digits,1,3,0.5143730810928187,0.9444444444444444,0.020946013644057467,0.34914382150557266,0.5,0.25,0.25
digits,1,4,0.5131824337459172,0.9472222222222222,0.17914533431950053,6.915726340683428e-16,0.5,0.25,0.25
digits,1,5,0.5170908844025397,0.9305555555555556,0.09566441694427141,1.8241111464847874e-05,0.5,0.25,0.25
digits,2,1,0.5124993225449374,0.9361111111111111,0.03555135097548185,0.11196713784702912,0.5,0.25,0.25
digits,2,2,0.4990418076010309,0.9388888888888889,0.016682810691272275,0.4558707548420552,0.5,0.25,0.25
digits,2,3,0.5153896976626416,0.95,0.08818464547605674,7.848923028831218e-05,0.5,0.25,0.25
digits,2,4,0.5149484441941801,0.9361111111111111,0.03195555564397454,0.1531286459534753,0.5,0.25,0.25
digits,2,5,0.5159493643107562,0.9555555555555556,0.1378506358482709,5.993971944803938e-10,0.5,0.25,0.25
digits,3,1,0.5114504136927028,0.9025069637883009,-0.025063402059044795,0.2625669207597861,0.5,0.25,0.25
digits,3,2,0.5098537230410136,0.9136490250696379,0.08909249233203387,6.613394100044248e-05,0.5,0.25,0.25
digits,3,3,0.5141268547850222,0.8941504178272981,0.16552982798790788,9.366870112547815e-14,0.5,0.25,0.25
digits,3,4,0.5214312100209034,0.9192200557103064,0.4360115671414362,1.3516887086103203e-93,0.5,0.25,0.25
digits,3,5,0.51707270436267,0.9025069637883009,0.13346621890630656,2.0742387314771407e-09,0.5,0.25,0.25
digits,4,1,0.5168376557198374,0.9442896935933147,0.14304272533493495,1.3088726039653896e-10,0.5,0.25,0.25
digits,4,2,0.5078706594665021,0.9387186629526463,0.16446990805580436,1.3498632951925699e-13,0.5,0.25,0.25
digits,4,3,0.5128182577296878,0.9220055710306406,0.143850982330175,1.027633653032433e-10,0.5,0.25,0.25
digits,4,4,0.5130851175517869,0.935933147632312,0.049895606555625596,0.02565502827537065,0.5,0.25,0.25
digits,4,5,0.5193753337847401,0.9387186629526463,0.09234005876330745,3.536741566708981e-05,0.5,0.25,0.25
digits,5,1,0.5225541742119315,0.9415041782729805,0.024333169225966934,0.2767306048119202,0.5,0.25,0.25
digits,5,2,0.5122641232091678,0.9442896935933147,-0.08400831930045106,0.00016905441292900192,0.5,0.25,0.25
digits,5,3,0.5155214422333181,0.9303621169916435,-0.03151504452048468,0.15887525383060502,0.5,0.25,0.25
digits,5,4,0.5243872818905484,0.9526462395543176,0.057529868286198216,0.010072312708684897,0.5,0.25,0.25
digits,5,5,0.5160604017116076,0.9220055710306406,0.04322762159005116,0.05324939199926258,0.5,0.25,0.25
digits,1,1,0.500043622262313,0.9277777777777778,-0.11218862526780234,4.905373364783604e-07,0.5,0.25,0.5
digits,1,2,0.5130874545200876,0.9527777777777777,0.06375864307916898,0.004337775278361028,0.5,0.25,0.5
digits,1,3,0.5091003539319415,0.9472222222222222,-0.08489101143752602,0.00014415370024814612,0.5,0.25,0.5
digits,1,4,0.5053070258208621,0.9333333333333333,-0.07512159682488119,0.0007732659457837451,0.5,0.25,0.5
digits,1,5,0.5079162017925433,0.9527777777777777,0.03251508994640923,0.14605882556066976,0.5,0.25,0.5
digits,2,1,0.5087596415607984,0.9333333333333333,0.06915576729829934,0.0019713720189318356,0.5,0.25,0.5
digits,2,2,0.5107614004727437,0.9555555555555556,0.016972120574131454,0.44809401447428177,0.5,0.25,0.5
digits,2,3,0.5153559760870661,0.9388888888888889,0.13440480193384724,1.5954831167163918e-09,0.5,0.25,0.5
digits,2,4,0.5112072414070252,0.9583333333333334,-0.15739610262463144,1.4548018422883836e-12,0.5,0.25,0.5
digits,2,5,0.5028299055308725,0.9444444444444444,0.10505292776916714,2.4990736970420794e-06,0.5,0.25,0.5
digits,3,1,0.509750126091316,0.8997214484679665,0.05726447136926876,0.010423745999507952,0.5,0.25,0.5
digits,3,2,0.5023176632078696,0.8941504178272981,0.03171926102731443,0.1561912238776141,0.5,0.25,0.5
digits,3,3,0.5109145515327131,0.8969359331476323,-0.15060883033402858,1.288983423378741e-11,0.5,0.25,0.5
digits,3,4,0.49959735091640345,0.9164345403899722,0.11077264936450014,6.831409790170179e-07,0.5,0.25,0.5
digits,3,5,0.5088436472126997,0.9025069637883009,-0.15655338274690003,1.917502415266084e-12,0.5,0.25,0.5
digits,4,1,0.5012954878372218,0.9220055710306406,-0.24722794304299908,3.1040529174278596e-29,0.5,0.25,0.5
digits,4,2,0.5012952865976856,0.935933147632312,0.0023046302796664556,0.9179614620116947,0.5,0.25,0.5
digits,4,3,0.5057750285858533,0.924791086350975,-0.04132785044181507,0.06462091382376316,0.5,0.25,0.5
digits,4,4,0.5018488704843485,0.9192200557103064,0.020045515740678914,0.3702568819751837,0.5,0.25,0.5
digits,4,5,0.5011723968303372,0.9415041782729805,0.143874989309578,1.0202551555723186e-10,0.5,0.25,0.5
digits,5,1,0.4990344962113242,0.935933147632312,-0.0033199520635333792,0.8820426016000551,0.5,0.25,0.5
digits,5,2,0.5008598067133586,0.9164345403899722,-0.0482114112220625,0.03108478710987729,0.5,0.25,0.5
digits,5,3,0.49011331416711235,0.9220055710306406,0.011949681688135204,0.5932785904411497,0.5,0.25,0.5
digits,5,4,0.5141320222655484,0.9192200557103064,-0.04913058823381217,0.028010454358326685,0.5,0.25,0.5
digits,5,5,0.4930527146758005,0.9275766016713092,0.07599357990634595,0.0006705864909523691,0.5,0.25,0.5
digits,1,1,0.49937161436774724,0.9361111111111111,-0.07311375976719643,0.0010675845345546333,0.5,0.25,0.75
digits,1,2,0.49217564703527283,0.9138888888888889,-0.13712625055362085,7.378710178014434e-10,0.5,0.25,0.75
digits,1,3,0.4835344843376956,0.9111111111111111,0.07388040490639275,0.0009447410848827364,0.5,0.25,0.75
digits,1,4,0.5022669622957863,0.9416666666666667,-0.2632316057838709,4.7156006385248106e-33,0.5,0.25,0.75
digits,1,5,0.49289986587115076,0.9194444444444444,-0.3039356444327432,5.180181286120747e-44,0.5,0.25,0.75
digits,2,1,0.49804243593292885,0.9388888888888889,0.14495132078667558,7.37672140983963e-11,0.5,0.25,0.75
digits,2,2,0.5074631407983161,0.9305555555555556,-0.1484276813529279,2.5455397313275468e-11,0.5,0.25,0.75
digits,2,3,0.5128728695246808,0.9333333333333333,0.029273030824839383,0.1906726893842641,0.5,0.25,0.75
digits,2,4,0.4999292284746233,0.9388888888888889,-0.11026083203145921,7.692577610706512e-07,0.5,0.25,0.75
digits,2,5,0.5022193405593329,0.95,0.14280609200315203,1.4045709967887502e-10,0.5,0.25,0.75
digits,3,1,0.5012612156656199,0.9025069637883009,-0.016485834778941107,0.4612086519684685,0.5,0.25,0.75
digits,3,2,0.5167114854229197,0.8941504178272981,-0.09598013042010912,1.7110065570062384e-05,0.5,0.25,0.75
digits,3,3,0.507147371270505,0.8913649025069638,-0.09213126136571365,3.68425274966953e-05,0.5,0.25,0.75
digits,3,4,0.5058420842438796,0.9080779944289693,0.035266236144650916,0.11487413675654341,0.5,0.25,0.75
digits,3,5,0.5010152828800025,0.8997214484679665,0.14404929794560847,9.682120770844295e-11,0.5,0.25,0.75
digits,4,1,0.4903780570484736,0.9192200557103064,-0.14336407783834115,1.1890442848115772e-10,0.5,0.25,0.75
digits,4,2,0.4921559425148535,0.9164345403899722,-0.27149357910148525,3.944108179376953e-35,0.5,0.25,0.75
digits,4,3,0.5076454706370012,0.9303621169916435,-0.18279685338608995,1.7318111716317124e-16,0.5,0.25,0.75
digits,4,4,0.48480064795666256,0.9164345403899722,-0.07373851854295964,0.0009664402313707287,0.5,0.25,0.75
digits,4,5,0.5001468483472686,0.9387186629526463,-0.15321516183849182,5.641749568011609e-12,0.5,0.25,0.75
digits,5,1,0.48737110499940073,0.924791086350975,-0.13542790844716265,1.1960901130395854e-09,0.5,0.25,0.75
digits,5,2,0.503178998389146,0.924791086350975,0.015560389555616958,0.48674900984557246,0.5,0.25,0.75
digits,5,3,0.5039495865021315,0.9303621169916435,-0.009911391713155398,0.6577768151982646,0.5,0.25,0.75
digits,5,4,0.49042424063309475,0.9136490250696379,-0.14960604244715475,1.7646446911601388e-11,0.5,0.25,0.75
digits,5,5,0.5016235319018123,0.924791086350975,-0.40650125602759524,1.904603401872877e-80,0.5,0.25,0.75
digits,1,1,0.5013293881364027,0.9472222222222222,-0.3455625815438701,3.457217228483412e-57,0.5,0.25,1.0
digits,1,2,0.498496856793885,0.9416666666666667,-0.31251624401184935,1.4672115619775302e-46,0.5,0.25,1.0
digits,1,3,0.5063916117073697,0.9444444444444444,-0.04184987248232119,0.06131280695072852,0.5,0.25,1.0
digits,1,4,0.4878797790599189,0.9138888888888889,-0.023998939819053277,0.28338387116833547,0.5,0.25,1.0
digits,1,5,0.5042919004209188,0.9277777777777778,-0.2956168846892942,1.2701953781829723e-41,0.5,0.25,1.0
digits,2,1,0.5172085554147724,0.9527777777777777,0.31000934434201805,8.311501360305138e-46,0.5,0.25,1.0
digits,2,2,0.5028712963434631,0.9416666666666667,0.05393198337472541,0.01585834918312364,0.5,0.25,1.0
digits,2,3,0.5141813938353827,0.9361111111111111,-0.0560325569423328,0.01220177265873575,0.5,0.25,1.0
digits,2,4,0.4915014464160217,0.925,-0.04450167961212502,0.0466000556085596,0.5,0.25,1.0
digits,2,5,0.49971479716135325,0.9388888888888889,-0.220926294435313,1.559311445109924e-23,0.5,0.25,1.0
digits,3,1,0.49427608654249877,0.8941504178272981,-0.5180456519237083,9.184894519791072e-138,0.5,0.25,1.0
digits,3,2,0.5070734306214341,0.9136490250696379,-0.2987263855329715,1.659141123433473e-42,0.5,0.25,1.0
digits,3,3,0.49253801309627837,0.8802228412256268,-0.16983840590604757,2.0689501106897304e-14,0.5,0.25,1.0
