Iteration,Accuracy
1,0.9055555555555556
2,0.8916666666666667
3,0.9027777777777778
4,0.9138888888888889
5,0.9194444444444444
6,0.9083333333333333
7,0.8861111111111111
8,0.9138888888888889
9,0.9111111111111111
10,0.8916666666666667
11,0.925
12,0.8888888888888888
13,0.8888888888888888
14,0.9055555555555556
15,0.9138888888888889
16,0.9166666666666666
17,0.9
18,0.9027777777777778
19,0.9083333333333333
20,0.9055555555555556
21,0.9166666666666666
22,0.9055555555555556
23,0.9027777777777778
24,0.9138888888888889
25,0.9305555555555556
26,0.8916666666666667
27,0.8972222222222223
28,0.9305555555555556
29,0.8861111111111111
30,0.8805555555555555
31,0.8777777777777778
32,0.9027777777777778
33,0.8888888888888888
34,0.8944444444444445
35,0.8805555555555555
36,0.8861111111111111
37,0.9111111111111111
38,0.8972222222222223
39,0.9
40,0.8861111111111111
