Iteration,T,BestFitness,Fitness,NewFitness,Accuracy
1,10.0,0.883326521518254,0.883326521518254,0.8509326921337061,0.8777777777777778
2,0.05770780163555854,0.883326521518254,0.8509326921337061,0.8719077005946316,0.8611111111111112
3,0.03640956906507349,0.883326521518254,0.8719077005946316,0.8474569875783702,0.8166666666666667
4,0.02885390081777927,0.883326521518254,0.8474569875783702,0.8438746230833709,0.825
5,0.024853397382384474,0.883326521518254,0.8438746230833709,0.8320339371331544,0.8277777777777777
6,0.02232442506204989,0.883326521518254,0.8320339371331544,0.8436382012563934,0.8194444444444444
7,0.02055593369479003,0.883326521518254,0.8436382012563934,0.8399432717100683,0.8138888888888889
8,0.019235933878519514,0.883326521518254,0.8399432717100683,0.825178877711928,0.8166666666666667
9,0.018204784532536746,0.883326521518254,0.8399432717100683,0.845868917696947,0.8222222222222222
10,0.01737177927613007,0.883326521518254,0.845868917696947,0.8493690171233526,0.8222222222222222
11,0.016681295656969852,0.883326521518254,0.8493690171233526,0.8300316466725881,0.8138888888888889
12,0.016097184175273786,0.883326521518254,0.8493690171233526,0.8497896318982585,0.7805555555555556
13,0.015594849810051202,0.883326521518254,0.8497896318982585,0.8377808056939349,0.7944444444444444
14,0.015156927267598048,0.883326521518254,0.8497896318982585,0.8269910085307339,0.7638888888888888
15,0.014770774922754203,0.883326521518254,0.8497896318982585,0.8277420735390562,0.7833333333333333
16,0.014426950408889635,0.883326521518254,0.8277420735390562,0.8270634229535088,0.7833333333333333
17,0.014118244954590447,0.883326521518254,0.8270634229535088,0.8290924001687152,0.7972222222222223
18,0.013839050250447744,0.883326521518254,0.8290924001687152,0.8329690096895328,0.7861111111111111
19,0.013584930875804344,0.883326521518254,0.8329690096895328,0.7894792088479001,0.8055555555555556
20,0.013352328027813363,0.883326521518254,0.8329690096895328,0.8136669200185573,0.8055555555555556
21,0.013138349550122044,0.883326521518254,0.8136669200185573,0.7891783124200261,0.8222222222222222
22,0.0129406181259469,0.883326521518254,0.8136669200185573,0.8216536673580268,0.7916666666666666
23,0.01275715955615204,0.883326521518254,0.8216536673580268,0.8520300512169559,0.8194444444444444
24,0.012586319217764994,0.883326521518254,0.8520300512169559,0.8374527352871836,0.8388888888888889
25,0.012426698691192237,0.883326521518254,0.8374527352871836,0.8369892230871722,0.8111111111111111
26,0.012277107057205394,0.883326521518254,0.8369892230871722,0.8334304457455985,0.8055555555555556
27,0.012136523021691166,0.883326521518254,0.8369892230871722,0.818505588162734,0.8111111111111111
28,0.012004065140016524,0.883326521518254,0.8369892230871722,0.8320558868477377,0.8027777777777778
29,0.011878968174934803,0.883326521518254,0.8320558868477377,0.8085392829967031,0.7833333333333333
30,0.011760564151808242,0.883326521518254,0.8320558868477377,0.8018195921605555,0.8083333333333333
31,0.011648267048798499,0.883326521518254,0.8320558868477377,0.8208154340411202,0.7833333333333333
32,0.011541560327111707,0.883326521518254,0.8208154340411202,0.8241093405775025,0.7916666666666666
33,0.011439986700106973,0.883326521518254,0.8241093405775025,0.8270592276606048,0.7805555555555556
34,0.011343139682053336,0.883326521518254,0.8270592276606048,0.7979446484333447,0.7666666666666667
35,0.011250656562509134,0.883326521518254,0.8270592276606048,0.8014183103843533,0.7777777777777778
36,0.011162212531024946,0.883326521518254,0.8270592276606048,0.7975354406118588,0.7527777777777778
37,0.011077515736354295,0.883326521518254,0.8270592276606048,0.8241585462306179,0.775
38,0.010996303109699743,0.883326521518254,0.8241585462306179,0.8000671194494808,0.75
39,0.010918336816375896,0.883326521518254,0.8241585462306179,0.7970833780995139,0.7638888888888888
40,0.010843401227272672,0.883326521518254,0.8241585462306179,0.8210745806917963,0.7666666666666667
41,0.01077130032257564,0.883326521518254,0.8241585462306179,0.7971869977724508,0.7777777777777778
42,0.010701855456762159,0.883326521518254,0.8241585462306179,0.7975268356235643,0.8
43,0.010634903426994082,0.883326521518254,0.7975268356235643,0.8149640716902742,0.8083333333333333
44,0.010570294797457818,0.883326521518254,0.8149640716902742,0.7930676215190711,0.7833333333333333
45,0.010507892440554523,0.883326521518254,0.8149640716902742,0.821852682187597,0.7916666666666666
46,0.01044757026256897,0.883326521518254,0.821852682187597,0.8228392606288902,0.7972222222222223
47,0.010389212086890861,0.883326521518254,0.8228392606288902,0.8089487989750166,0.75
48,0.01033271067229315,0.883326521518254,0.8089487989750166,0.7896570054270546,0.7861111111111111
49,0.010277966847395015,0.883326521518254,0.8089487989750166,0.8268453644548851,0.7833333333333333
50,0.010224888745413259,0.883326521518254,0.8268453644548851,0.7934830037629548,0.7777777777777778
51,0.010173391125761691,0.883326521518254,0.8268453644548851,0.7963231896764504,0.7305555555555555
52,0.010123394771092675,0.883326521518254,0.8268453644548851,0.7865909633696504,0.7722222222222223
53,0.010074825950067987,0.883326521518254,0.8268453644548851,0.7953243369934913,0.7833333333333333
54,0.010027615937559875,0.883326521518254,0.8268453644548851,0.8035960591616327,0.7583333333333333
55,0.009981700585168474,0.883326521518254,0.8268453644548851,0.7616645669226605,0.75
56,0.009937019935938766,0.883326521518254,0.8268453644548851,0.8122279784311066,0.7888888888888889
57,0.009893517878002056,0.883326521518254,0.8268453644548851,0.85498634254182,0.7944444444444444
58,0.009851141832579778,0.883326521518254,0.85498634254182,0.8380290006840936,0.8083333333333333
59,0.009809842472393216,0.883326521518254,0.85498634254182,0.8477703321917418,0.7972222222222223
60,0.009769573467038892,0.883326521518254,0.8477703321917418,0.8223448574295431,0.7833333333333333
61,0.009730291252330586,0.883326521518254,0.8477703321917418,0.8391459024270753,0.7944444444444444
62,0.009691954820987244,0.883326521518254,0.8391459024270753,0.824623588463593,0.7916666666666666
63,0.009654525532371004,0.883326521518254,0.8391459024270753,0.803077617970765,0.7638888888888888
64,0.009617966939259757,0.883326521518254,0.8391459024270753,0.8314818433434957,0.7916666666666666
65,0.009582244629880743,0.883326521518254,0.8391459024270753,0.8422053075429088,0.7805555555555556
66,0.009547326083641216,0.883326521518254,0.8422053075429088,0.8593738896702958,0.7888888888888889
