Dataset,nTrees,Rep,K,DT,Bagging,RF,BaggingCustom,BaggingSA
breast_cancer,10,4,5,0.9203539823008849,0.9557522123893806,0.9469026548672567,0.9646017699115044,0.9646017699115044
breast_cancer,20,0,1,0.9473684210526315,0.9385964912280702,0.9473684210526315,0.9473684210526315,0.9473684210526315
breast_cancer,20,0,2,0.9035087719298246,0.9824561403508771,0.956140350877193,0.9824561403508771,0.9473684210526315
breast_cancer,20,0,3,0.9298245614035088,0.9736842105263158,0.9824561403508771,0.956140350877193,0.9649122807017544
breast_cancer,20,0,4,0.8947368421052632,0.9385964912280702,0.9473684210526315,0.9298245614035088,0.9473684210526315
breast_cancer,20,0,5,0.9469026548672567,0.9557522123893806,0.9380530973451328,0.9557522123893806,0.9557522123893806
breast_cancer,20,1,1,0.9473684210526315,0.9385964912280702,0.9473684210526315,0.9473684210526315,0.9473684210526315
breast_cancer,20,1,2,0.8508771929824561,0.9824561403508771,0.956140350877193,0.9473684210526315,0.956140350877193
breast_cancer,20,1,3,0.9298245614035088,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.9649122807017544
breast_cancer,20,1,4,0.8947368421052632,0.9385964912280702,0.9473684210526315,0.9385964912280702,0.9473684210526315
breast_cancer,20,1,5,0.9380530973451328,0.9557522123893806,0.9380530973451328,0.9469026548672567,0.9646017699115044
breast_cancer,20,2,1,0.9385964912280702,0.9385964912280702,0.9473684210526315,0.956140350877193,0.9473684210526315
breast_cancer,20,2,2,0.8771929824561403,0.9824561403508771,0.956140350877193,0.9736842105263158,0.9824561403508771
breast_cancer,20,2,3,0.9122807017543859,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.9473684210526315
breast_cancer,20,2,4,0.9122807017543859,0.9385964912280702,0.9473684210526315,0.956140350877193,0.9385964912280702
breast_cancer,20,2,5,0.9557522123893806,0.9557522123893806,0.9380530973451328,0.9646017699115044,0.9292035398230089
breast_cancer,20,3,1,0.9473684210526315,0.9385964912280702,0.9473684210526315,0.956140350877193,0.9649122807017544
breast_cancer,20,3,2,0.8947368421052632,0.9824561403508771,0.956140350877193,0.9649122807017544,0.9649122807017544
breast_cancer,20,3,3,0.9385964912280702,0.9736842105263158,0.9824561403508771,0.9473684210526315,0.9736842105263158
breast_cancer,20,3,4,0.9035087719298246,0.9385964912280702,0.9473684210526315,0.9473684210526315,0.956140350877193
breast_cancer,20,3,5,0.9557522123893806,0.9557522123893806,0.9380530973451328,0.9557522123893806,0.9469026548672567
breast_cancer,20,4,1,0.9473684210526315,0.9385964912280702,0.9473684210526315,0.9473684210526315,0.956140350877193
breast_cancer,20,4,2,0.8947368421052632,0.9824561403508771,0.956140350877193,0.9649122807017544,0.9649122807017544
breast_cancer,20,4,3,0.9298245614035088,0.9736842105263158,0.9824561403508771,0.9385964912280702,0.9649122807017544
breast_cancer,20,4,4,0.8947368421052632,0.9385964912280702,0.9473684210526315,0.9385964912280702,0.9298245614035088
breast_cancer,20,4,5,0.9646017699115044,0.9557522123893806,0.9380530973451328,0.9646017699115044,0.9380530973451328
breast_cancer,30,0,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9385964912280702
breast_cancer,30,0,2,0.8859649122807017,0.9736842105263158,0.9385964912280702,0.9649122807017544,0.956140350877193
breast_cancer,30,0,3,0.9210526315789473,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.956140350877193
breast_cancer,30,0,4,0.9298245614035088,0.956140350877193,0.9473684210526315,0.9649122807017544,0.9736842105263158
breast_cancer,30,0,5,0.9469026548672567,0.9646017699115044,0.9380530973451328,0.9646017699115044,0.9469026548672567
breast_cancer,30,1,1,0.9298245614035088,0.9473684210526315,0.956140350877193,0.9385964912280702,0.9473684210526315
breast_cancer,30,1,2,0.9210526315789473,0.9736842105263158,0.9385964912280702,0.9824561403508771,0.9473684210526315
breast_cancer,30,1,3,0.9385964912280702,0.9736842105263158,0.9824561403508771,0.9736842105263158,0.9385964912280702
breast_cancer,30,1,4,0.9298245614035088,0.956140350877193,0.9473684210526315,0.9298245614035088,0.9649122807017544
breast_cancer,30,1,5,0.9646017699115044,0.9646017699115044,0.9380530973451328,0.9557522123893806,0.9380530973451328
breast_cancer,30,2,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9385964912280702
breast_cancer,30,2,2,0.9122807017543859,0.9736842105263158,0.9385964912280702,0.9824561403508771,0.9473684210526315
breast_cancer,30,2,3,0.9210526315789473,0.9736842105263158,0.9824561403508771,0.9736842105263158,0.9649122807017544
breast_cancer,30,2,4,0.9210526315789473,0.956140350877193,0.9473684210526315,0.9385964912280702,0.9473684210526315
breast_cancer,30,2,5,0.9557522123893806,0.9646017699115044,0.9380530973451328,0.9557522123893806,0.9557522123893806
breast_cancer,30,3,1,0.9385964912280702,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9385964912280702
breast_cancer,30,3,2,0.9035087719298246,0.9736842105263158,0.9385964912280702,0.9649122807017544,0.9649122807017544
breast_cancer,30,3,3,0.9298245614035088,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.9736842105263158
breast_cancer,30,3,4,0.9122807017543859,0.956140350877193,0.9473684210526315,0.9473684210526315,0.956140350877193
breast_cancer,30,3,5,0.9380530973451328,0.9646017699115044,0.9380530973451328,0.9646017699115044,0.9380530973451328
breast_cancer,30,4,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.956140350877193,0.956140350877193
breast_cancer,30,4,2,0.8947368421052632,0.9736842105263158,0.9385964912280702,0.9736842105263158,0.9649122807017544
breast_cancer,30,4,3,0.9122807017543859,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.956140350877193
breast_cancer,30,4,4,0.9298245614035088,0.956140350877193,0.9473684210526315,0.9385964912280702,0.956140350877193
breast_cancer,30,4,5,0.9469026548672567,0.9646017699115044,0.9380530973451328,0.9469026548672567,0.9646017699115044
breast_cancer,40,0,1,0.9298245614035088,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.956140350877193
breast_cancer,40,0,2,0.8596491228070176,0.9824561403508771,0.9473684210526315,0.956140350877193,0.9736842105263158
breast_cancer,40,0,3,0.9298245614035088,0.9824561403508771,0.9912280701754386,0.956140350877193,0.956140350877193
breast_cancer,40,0,4,0.8947368421052632,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193
breast_cancer,40,0,5,0.9469026548672567,0.9734513274336283,0.9469026548672567,0.9557522123893806,0.9557522123893806
breast_cancer,40,1,1,0.9385964912280702,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.9385964912280702
breast_cancer,40,1,2,0.9035087719298246,0.9824561403508771,0.9473684210526315,0.9736842105263158,0.9736842105263158
breast_cancer,40,1,3,0.9473684210526315,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9736842105263158
breast_cancer,40,1,4,0.8947368421052632,0.956140350877193,0.956140350877193,0.956140350877193,0.9473684210526315
breast_cancer,40,1,5,0.9380530973451328,0.9734513274336283,0.9469026548672567,0.9557522123893806,0.9734513274336283
breast_cancer,40,2,1,0.9385964912280702,0.9473684210526315,0.9649122807017544,0.956140350877193,0.9473684210526315
breast_cancer,40,2,2,0.8596491228070176,0.9824561403508771,0.9473684210526315,0.9824561403508771,0.9649122807017544
breast_cancer,40,2,3,0.9298245614035088,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9473684210526315
breast_cancer,40,2,4,0.9122807017543859,0.956140350877193,0.956140350877193,0.956140350877193,0.9649122807017544
breast_cancer,40,2,5,0.9557522123893806,0.9734513274336283,0.9469026548672567,0.9734513274336283,0.9646017699115044
breast_cancer,40,3,1,0.9473684210526315,0.9473684210526315,0.9649122807017544,0.956140350877193,0.9473684210526315
breast_cancer,40,3,2,0.8771929824561403,0.9824561403508771,0.9473684210526315,0.956140350877193,0.9473684210526315
breast_cancer,40,3,3,0.9122807017543859,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9736842105263158
breast_cancer,40,3,4,0.9298245614035088,0.956140350877193,0.956140350877193,0.9385964912280702,0.9385964912280702
breast_cancer,40,3,5,0.9292035398230089,0.9734513274336283,0.9469026548672567,0.9557522123893806,0.9734513274336283
breast_cancer,40,4,1,0.9473684210526315,0.9473684210526315,0.9649122807017544,0.956140350877193,0.9473684210526315
breast_cancer,40,4,2,0.8508771929824561,0.9824561403508771,0.9473684210526315,0.9649122807017544,0.9736842105263158
breast_cancer,40,4,3,0.9298245614035088,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9824561403508771
breast_cancer,40,4,4,0.9035087719298246,0.956140350877193,0.956140350877193,0.9473684210526315,0.9385964912280702
breast_cancer,40,4,5,0.9646017699115044,0.9734513274336283,0.9469026548672567,0.9469026548672567,0.9557522123893806
breast_cancer,50,0,1,0.9210526315789473,0.9473684210526315,0.956140350877193,0.9385964912280702,0.956140350877193
breast_cancer,50,0,2,0.8947368421052632,0.9824561403508771,0.9385964912280702,0.956140350877193,0.9736842105263158
breast_cancer,50,0,3,0.9122807017543859,0.9824561403508771,0.9912280701754386,0.9649122807017544,0.956140350877193
breast_cancer,50,0,4,0.9298245614035088,0.956140350877193,0.956140350877193,0.9385964912280702,0.9649122807017544
breast_cancer,50,0,5,0.9469026548672567,0.9734513274336283,0.9557522123893806,0.9557522123893806,0.9557522123893806
breast_cancer,50,1,1,0.9210526315789473,0.9473684210526315,0.956140350877193,0.956140350877193,0.9473684210526315
breast_cancer,50,1,2,0.8947368421052632,0.9824561403508771,0.9385964912280702,0.9824561403508771,0.9736842105263158
breast_cancer,50,1,3,0.9298245614035088,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9649122807017544
breast_cancer,50,1,4,0.9035087719298246,0.956140350877193,0.956140350877193,0.9473684210526315,0.9473684210526315
breast_cancer,50,1,5,0.9380530973451328,0.9734513274336283,0.9557522123893806,0.9557522123893806,0.9469026548672567
breast_cancer,50,2,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.9385964912280702,0.956140350877193
breast_cancer,50,2,2,0.8771929824561403,0.9824561403508771,0.9385964912280702,0.9824561403508771,0.956140350877193
breast_cancer,50,2,3,0.9473684210526315,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9649122807017544
breast_cancer,50,2,4,0.9035087719298246,0.956140350877193,0.956140350877193,0.9649122807017544,0.9649122807017544
breast_cancer,50,2,5,0.9557522123893806,0.9734513274336283,0.9557522123893806,0.9646017699115044,0.9646017699115044
breast_cancer,50,3,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9473684210526315
breast_cancer,50,3,2,0.868421052631579,0.9824561403508771,0.9385964912280702,0.9824561403508771,0.9824561403508771
breast_cancer,50,3,3,0.9473684210526315,0.9824561403508771,0.9912280701754386,0.9649122807017544,0.9736842105263158
breast_cancer,50,3,4,0.9035087719298246,0.956140350877193,0.956140350877193,0.9649122807017544,0.956140350877193
breast_cancer,50,3,5,0.9646017699115044,0.9734513274336283,0.9557522123893806,0.9646017699115044,0.9557522123893806
breast_cancer,50,4,1,0.9473684210526315,0.9473684210526315,0.956140350877193,0.9385964912280702,0.956140350877193
breast_cancer,50,4,2,0.8859649122807017,0.9824561403508771,0.9385964912280702,0.9649122807017544,0.956140350877193
breast_cancer,50,4,3,0.9473684210526315,0.9824561403508771,0.9912280701754386,0.9736842105263158,0.9824561403508771
breast_cancer,50,4,4,0.9298245614035088,0.956140350877193,0.956140350877193,0.9385964912280702,0.9385964912280702
breast_cancer,50,4,5,0.9646017699115044,0.9734513274336283,0.9557522123893806,0.9469026548672567,0.9469026548672567
