Iteration,Accuracy
1,0.925
2,0.9583333333333334
3,0.9027777777777778
4,0.9166666666666666
5,0.9111111111111111
6,0.8972222222222223
7,0.9222222222222223
8,0.9055555555555556
9,0.9305555555555556
10,0.9166666666666666
11,0.9277777777777778
12,0.9361111111111111
13,0.9222222222222223
14,0.9111111111111111
15,0.9
16,0.9222222222222223
17,0.9444444444444444
18,0.925
19,0.925
20,0.9333333333333333
21,0.9083333333333333
22,0.9305555555555556
23,0.9277777777777778
24,0.8861111111111111
25,0.925
26,0.9027777777777778
27,0.9
28,0.9138888888888889
29,0.8972222222222223
30,0.9388888888888889
31,0.9166666666666666
32,0.9055555555555556
33,0.95
34,0.8972222222222223
35,0.9388888888888889
36,0.9333333333333333
37,0.8888888888888888
38,0.9194444444444444
39,0.9111111111111111
40,0.9333333333333333
