Iteration,Accuracy
1,0.9
2,0.9194444444444444
3,0.9055555555555556
4,0.9111111111111111
5,0.9111111111111111
6,0.9166666666666666
7,0.9305555555555556
8,0.9027777777777778
9,0.9166666666666666
10,0.9166666666666666
11,0.9
12,0.9222222222222223
13,0.9194444444444444
14,0.9138888888888889
15,0.8861111111111111
16,0.9
17,0.9111111111111111
18,0.9277777777777778
19,0.9138888888888889
20,0.9166666666666666
21,0.9083333333333333
22,0.9166666666666666
23,0.9055555555555556
24,0.9083333333333333
25,0.9
26,0.9277777777777778
27,0.9138888888888889
28,0.9138888888888889
29,0.9361111111111111
30,0.9
31,0.9138888888888889
32,0.9305555555555556
33,0.9
34,0.9055555555555556
35,0.8861111111111111
36,0.9333333333333333
37,0.9083333333333333
38,0.9166666666666666
39,0.925
40,0.9277777777777778
