Dataset,nTrees,Rep,K,BaggingAccuracy,BaggingPrecision,BaggingRecall,BaggingF1,SAAccuracy,SAPrecision,SARecall,SAF1
wine,20,1,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,20,1,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9714285714285714,0.9746031746031747,0.9714285714285714,0.9716477895506029
wine,20,1,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428
wine,20,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,20,2,2,0.8611111111111112,0.9145299145299144,0.8611111111111112,0.8677248677248677,0.9166666666666666,0.9263157894736841,0.9166666666666666,0.9177587844254512
wine,20,2,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9166666666666666,0.9241071428571428,0.9166666666666666,0.9172839506172838
wine,20,2,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.8571428571428571,0.8613358070500928,0.8571428571428571,0.8557340377430332
wine,20,2,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,20,3,1,0.9722222222222222,0.9745370370370369,0.9722222222222222,0.9723471597534566,1.0,1.0,1.0,1.0
wine,20,3,2,0.8888888888888888,0.9259259259259258,0.8888888888888888,0.8938271604938272,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374
wine,20,3,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,20,3,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9428571428571428,0.9542857142857143,0.9428571428571428,0.9434343434343434
wine,20,3,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,20,4,1,0.9722222222222222,0.9745370370370369,0.9722222222222222,0.9723471597534566,1.0,1.0,1.0,1.0
wine,20,4,2,0.8888888888888888,0.9259259259259258,0.8888888888888888,0.8938271604938272,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,20,4,3,0.9444444444444444,0.9518518518518518,0.9444444444444444,0.9445767195767196,0.9444444444444444,0.9518518518518518,0.9444444444444444,0.9445767195767196
wine,20,4,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584
wine,20,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,30,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,30,0,2,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,30,0,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9166666666666666,0.9241071428571428,0.9166666666666666,0.9172839506172838
wine,30,0,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584
wine,30,0,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,30,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,30,1,2,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,30,1,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9756944444444444,0.9722222222222222,0.9725925925925927
wine,30,1,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,1.0,1.0,1.0,1.0
wine,30,1,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,30,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,30,2,2,0.9166666666666666,0.9393939393939394,0.9166666666666666,0.9198672356567094,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,30,2,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,1.0,1.0,1.0,1.0
