Iteration,Accuracy
1,0.8194444444444444
2,0.8333333333333334
3,0.8333333333333334
4,0.8222222222222222
5,0.8416666666666667
6,0.8194444444444444
7,0.8416666666666667
8,0.8361111111111111
9,0.8305555555555556
10,0.825
11,0.8222222222222222
12,0.8361111111111111
13,0.8305555555555556
14,0.8333333333333334
15,0.8138888888888889
16,0.8472222222222222
17,0.8333333333333334
18,0.8305555555555556
19,0.8083333333333333
20,0.8277777777777777
21,0.8166666666666667
22,0.825
23,0.8138888888888889
24,0.8277777777777777
25,0.8388888888888889
26,0.8361111111111111
27,0.8194444444444444
28,0.8138888888888889
29,0.8166666666666667
30,0.8527777777777777
31,0.8222222222222222
32,0.8138888888888889
33,0.8194444444444444
34,0.8111111111111111
35,0.8277777777777777
36,0.8194444444444444
37,0.8166666666666667
38,0.8444444444444444
39,0.825
40,0.8361111111111111
