Dataset,nTrees,BaggingAccuracy,SAAccuracy,BaggingAccuracySTD,SAAccuracySTD
pima,10,0.7450878533231474,0.7284101519395637,0.029035081032944752,0.024878254312654554
pima,20,0.7628096086919617,0.7404006451065274,0.030278128256664316,0.028604493982372154
pima,30,0.7638842203548086,0.7495051353874884,0.03367319999867683,0.024133119420812792
pima,40,0.764111705288176,0.7549630761395467,0.03188222669997819,0.02698744326544518
pima,50,0.7638621509209744,0.7531975214328156,0.031438783076732583,0.03752509974752971
