Dataset,nTrees,BaggingPrecision,SAPrecision,BaggingPrecisionSTD,SAPrecisionSTD
pima,10,0.7421919879128205,0.7216716338176478,0.029147860527069223,0.02502950466891752
pima,20,0.7599329000881143,0.7332311144451493,0.030198737577647173,0.03080854364759094
pima,30,0.7614158057851301,0.7431913600174748,0.03300468804472057,0.02521723581693133
pima,40,0.7606034929104726,0.7485003660114096,0.032291288913967924,0.02926343813163613
pima,50,0.7604702413108819,0.7467379906967793,0.03153694713906214,0.03992109821441292
