Dataset,nTrees,BaggingAccuracy,SAAccuracy,BaggingAccuracySTD,SAAccuracySTD,BaggingFI,SAFI,BaggingFISTD,SAFISTD
wine,10,0.9494920634920635,0.9527936507936507,0.031100311266612016,0.03421233328867205,0.950027446341131,0.9533453038611627,0.03028133858143586,0.03387494844975181
wine,20,0.9506349206349206,0.9594920634920635,0.03885445511505379,0.036425516580653544,0.9516959310485421,0.9599370431866668,0.03721822980469905,0.036069237010112075
wine,30,0.9606666666666667,0.9684761904761905,0.037921284940201014,0.026067451960908542,0.9614562993413426,0.9687765213020261,0.036580886757747816,0.025809799462388684
wine,40,0.9584761904761905,0.9627301587301588,0.04193584004691067,0.025591884854788652,0.9594398884997577,0.9629012302830233,0.040244944327170754,0.02559548422311385
wine,50,0.9652063492063492,0.9684126984126984,0.039782070945644336,0.023541257658148157,0.9660132158179644,0.9686360716363775,0.03838608390319645,0.02340760629570282
