Dataset,nTrees,BaggingF1,SAF1,BaggingF1STD,SAF1STD
pima,10,0.7425747865082027,0.7216232986098788,0.029039209269411236,0.02455786118097298
pima,20,0.7602463607470203,0.7320871529949082,0.029732489241538596,0.029940455390796216
pima,30,0.7613658968550377,0.7411919449239457,0.032513402657107844,0.025979299178399598
pima,40,0.7606713715014891,0.746270390976019,0.03213111311204284,0.02960017586475014
pima,50,0.7609882744509341,0.7446397475019864,0.03087770848146879,0.039035182058222144
