Iteration,Accuracy
1,0.9166666666666666
2,0.9222222222222223
3,0.9472222222222222
4,0.9138888888888889
5,0.9111111111111111
6,0.9277777777777778
7,0.9361111111111111
8,0.9361111111111111
9,0.9416666666666667
10,0.9111111111111111
