Iteration,Accuracy
1,0.7444444444444445
2,0.7805555555555556
3,0.7861111111111111
4,0.7388888888888889
5,0.7333333333333333
6,0.6722222222222223
7,0.7694444444444445
8,0.7222222222222222
9,0.7055555555555556
10,0.725
