Iteration,Accuracy
1,0.9138888888888889
2,0.9138888888888889
3,0.9166666666666666
4,0.9444444444444444
5,0.9472222222222222
6,0.9333333333333333
7,0.9222222222222223
8,0.9277777777777778
9,0.9305555555555556
10,0.9361111111111111
