Iteration,Accuracy
1,0.85
2,0.8388888888888889
3,0.85
4,0.85
5,0.8611111111111112
6,0.8555555555555555
7,0.8722222222222222
8,0.8555555555555555
9,0.8555555555555555
10,0.8583333333333333
