Iteration,Accuracy
1,0.8611111111111112
2,0.8472222222222222
3,0.8333333333333334
4,0.8361111111111111
5,0.8444444444444444
6,0.8194444444444444
7,0.8194444444444444
8,0.8416666666666667
9,0.85
10,0.8722222222222222
