Iteration,Accuracy
1,0.8555555555555555
2,0.85
3,0.8666666666666667
4,0.85
5,0.8416666666666667
6,0.8361111111111111
7,0.85
8,0.8583333333333333
9,0.85
10,0.8555555555555555
