Iteration,Accuracy
1,0.8472222222222222
2,0.8638888888888889
3,0.8444444444444444
4,0.8694444444444445
5,0.8472222222222222
6,0.8527777777777777
7,0.8638888888888889
8,0.8583333333333333
9,0.8666666666666667
10,0.8472222222222222
